Job Title,Company,Salary,Experience,City,Benefits,Skills
Kỹ Sư Cầu Nối (BrSE),CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Technical Leader (.Net),CÔNG TY CP FINT VIỆT NAM,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Video Editor 2D Animation (Hoạt Hình Trẻ Em),CÔNG TY TNHH TRƯỜNG DOANH NHÂN HBR,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Thi...
IT Kỹ Thuật Phần Cứng,CÔNG TY CP VINAGOR,"Phú Thọ (mới)
Dưới 1 năm",Không yêu cầu,Khác,,IT - ...
Graphic Designer Intern,CÔNG TY CỔ PHẦN HBLAB,Thỏa thuận,Không yêu cầu,Khác,,Thiết kế...
Technical Leader,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3..., Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế Bao Bì Sản Phẩm,CÔNG TY TNHH MỸ PHẨM MIRA,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Thiết Kế Và Quản Lý Hạ Tầng FPT,CÔNG TY CỔ PHẦN VIỄN THÔNG FPT,Thỏa thuận,Không yêu cầu,Khác,,"An ninh mạng, Kỹ thuật IT"
Nhân Viên Graphic Design,CÔNG TY TNHH THỂ THAO ONE SPORTS,"Hà Nội
1 năm",Không yêu cầu,Khác,,Bán lẻ -...
Thiết Kế Đồ Hoạ,CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT VÀ THƯƠNG MẠI FUMO,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Trưởng Phòng Kinh Doanh Phân Phối,CÔNG TY TNHH SẢN XUẤT VÀ DỊCH VỤ CMC,"Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Online S..., Direct Sales"
Chuyên Viên Vận Hành Và Quản Trị Hệ Thống Mạng,"Pro
CÔNG TY CỔ PHẦN ĐẦU TƯ CHÂU Á - THÁI BÌNH DƯƠNG","Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Chuyên Viên Hỗ Trợ Tư Vấn Tin BĐS,CÔNG TY CỔ PHẦN HOUSENOW,"Hà Nội & Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Nhân Viên Thiết Kế (Wordpress Designer),"WORLD FUSION VIETNAM CO,.LTD","Hà Nội
1 năm",Không yêu cầu,Khác,,
Nhân Viên Thiết Kế,CÔNG TY TNHH KAITASHI GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Cao Đẳn...
Sales Consultant/ Nhân Viên Hỗ Trợ Tư Vấn Phần Mềm,CÔNG TY CỔ PHẦN HOUSENOW,"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Online Sales, Telesales"
Backend,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NVINA,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm kinh..., IT - Phần mềm"
Nhân Viên Thiết Kế Marketing,BRUSHIE OFFICIAL,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Thiết kế...
Kỹ Sư Lập Trình Khuôn,CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ CÔNG NGHIỆP MINH QUANG IDS,"Hưng Yên (mới)
3 năm",Không yêu cầu,Khác,,Sản...
Chuyên Viên Phát Triển Phần Mềm Fullstack,CÔNG TY CỔ PHẦN GIÁO DỤC VÀ ĐÀO TẠO ANH THẦY,"Hà Nội
3 năm",Không yêu cầu,Khác,,Đại Học ...
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN CHỈNH HÌNH IREC,"Hà Nội
1 năm",Không yêu cầu,Khác,,Cao Đẳn...
Thiết Kế Đồ Họa,CÔNG TY TNHH TRUYỀN THÔNG GIẢI TRÍ HELA,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
System Administration Supervisor,"Pro
SHINHAN FINANCE","Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,"Tài chính, Ngân hàng, Ng..."
"Nhân Viên Kinh Doanh Phần Mềm, Thiết Bị Công Nghệ",CÔNG TY TNHH CÔNG NGHỆ TSI,"Thanh Hóa
1 năm",Không yêu cầu,Khác,,"B2C, 1..., Có hỗ trợ Data, B2B"
Nhân Viên Thiết Kế (Ngành Hàng Tiêu Dùng Mẹ Và Bé),CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU GREEN STARS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bán lẻ -...
"Kỹ Sư Cầu Nối BrSE (IT, Tiếng Nhật, Mảng Nhà Máy)",CÔNG TY CỔ PHẦN DEHA VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Tech Lead,CÔNG TY TNHH MUMESOFT INNOVATION,"Hà Nội
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Chuyên Viên Chính Ngân Hàng Lõi (T24 CoreBanking),"Pro
NGÂN HÀNG TMCP ĐÔNG NAM Á - SEABANK","Hà Nội
1 năm",Không yêu cầu,Khác,,"Ngân hàng, N..., IT - Phần mềm"
Thực Tập Sinh Thiết Kế (Phụ Cấp + Mộc Đỏ),CÔNG TY TNHH WINTON HOMES,Thỏa thuận,Không yêu cầu,Khác,,Không yê...
Thiết Kế Và Render 3D Sản Phẩm Quà Tặng,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ UNI VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Bán lẻ -...
"Chuyên Gia Tự Động Hóa PLC - Nghỉ Thứ 7, Chủ Nhật",CÔNG TY TNHH MEKTEC MANUFACTURING (VIỆT NAM),"Hưng Yên (mới)
5 năm",Không yêu cầu,Khác,,
Nhân Viên Kinh Doanh - Không Yêu Cầu Kinh Nghiệm (Gia Lai - Kon Tum),CÔNG TY CỔ PHẦN CÔNG NGHỆ KIOTVIET,Thỏa thuận,Không yêu cầu,Khác,,"B2C, Direct Sales, B2B, B2G"
Product Designer (UX/UI) - Ecommerce Product - 35 Lê Văn Lương - Thanh Xuân,CÔNG TY TRÁCH NHIỆM HỮU HẠN ORANT,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm kinh..., UI/UX Design"
Graphic Designer (Infographic & Media) - Từ 2 Năm Kinh Nghiệm - Hà Nội,CÔNG TY CỔ PHẦN MADE.VN,"Hà Nội
2 năm",Không yêu cầu,Khác,,Từ 26 tu...
Nhân Viên Ra File CNC (Nội Thất),CÔNG TY TNHH NỘI THẤT NHÀ SÀNH,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 n...
Kỹ Thuật Viên Laptop Máy Tính,CÔNG TY TNHH CÔNG NGHỆ SỐ BÌNH MINH VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,
Senior Graphic Design,CÔNG TY CỔ PHẦN TRUYỀN THÔNG SEFA MEDIA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Marketin...
Graphic Designer Intern,CÔNG TY CỔ PHẦN TRUYỀN THÔNG SEFA MEDIA,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Nhân Viên Lập Trình Và Vận Hành,CÔNG TY CỔ PHẦN THIẾT BỊ CÔNG NGHIỆP MTEC,"Bắc Ninh (mới)
3 năm",Không yêu cầu,Khác,,"Thợ phay, Điện ..., Sản xuất"
Nhân Viên Thiết Kế Bao Bì,CÔNG TY CỔ PHẦN QUÀ TẶNG VIVA,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 nă...
Nhân Viên Tư Vấn Phần Mềm,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
Nhân Viên Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Fullstack Developer (Java+Angular),CÔNG TY TNHH NOVABYTE SOFTWARE,"Hà Nội
5 năm",Không yêu cầu,Khác,,"B2C, 5 năm ki..., Nghỉ thứ 7"
Design,CÔNG TY CỔ PHẦN THƯƠNG HIỆU VIỆT GLOBAL,"Hà Nội
1 năm",Không yêu cầu,Khác,,Mỹ ...
Tư Vấn Và Triển Khai Phần Mềm Sapo,CÔNG TY CỔ PHẦN CÔNG NGHỆ SAPO,"Huế & 2 nơi khác
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Chuyên Viên Phát Triển Ứng Dụng (Mobile App) - Hà Nội,"Pro
NGÂN HÀNG TMCP VIỆT Á - VIETABANK","Hà Nội
1 năm",Không yêu cầu,Khác,,"Ngân hàng, Tài ch..."
Nhân Viên Tư Vấn/Chăm Sóc Khách Hàng,APP SBEN - CÔNG TY TNHH GOHIHEI,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"B2C, Nghỉ thứ 7, B2B, 1 năm..."
Nhân Viên Xây Dựng Website,CÔNG TY CỔ PHẦN U2 HOLDINGS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Cao Đẳ...
Chuyên Viên Phân Tích Dữ Liệu,CÔNG TY CỔ PHẦN ĐẦU TƯ SADO,"Hưng Yên (mới)
1 năm",Không yêu cầu,Khác,,"T..., Kế toán, Data Analyst"
"Nhân Viên IT, Kỹ Thuật / Sửa Chữa Máy Tính / Laptop (Nam) Lương 9-14 Triệu / Đi Làm Ngay",CÔNG TY TNHH CÔNG NGHỆ MÁY TÍNH AN PHÁT,"Hà Nội
1 năm",Không yêu cầu,Khác,,
Chuyên Viên Thiết Kế Và Sản Xuất Video - Từ Năm 2 Kinh Nghiệm,CÔNG TY TNHH XÂY DỰNG - THƯƠNG MẠI - DỊCH VỤ AN PHÚ THỊNH,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Xây dựng
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN MIKEN VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thiết kế...
Lập Trình Viên Tại Hưng Yên (Lương Từ 12M - 15M),CÔNG TY TNHH ĐIỆN TỬ ZGS VIỆT NAM,"Hưng Yên (mới)
1 năm",Không yêu cầu,Khác,,
Seller POD Tiktokshop,CÔNG TY TNHH MARKETING STAR INTERNATIONAL,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Thương m...
Thiết Kế Đồ Gá Tại Hưng Yên (Lương 15tr - 20tr),CÔNG TY TNHH ĐIỆN TỬ ZGS VIỆT NAM,"Hưng Yên (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Thiết Kế Đồ Họa - 2D Graphic Designer,CÔNG TY CỔ PHẦN TRUYỀN THÔNG GODA,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thiết kế...
Chuyên Viên Tư Vấn Giải Pháp CNTT,CÔNG TY TNHH MTV ỨNG DỤNG KỸ THUẬT VÀ SẢN XUẤT,"Hà Nội
1 năm",Không yêu cầu,Khác,,"IT - P..., Direct Sales, B2B"
Scrum Master,"Pro
NGÂN HÀNG TMCP AN BÌNH","Hà Nội
2 năm",Không yêu cầu,Khác,,"Scrum Master, Ngân hàng, Nghỉ t..., IT - Phần mềm"
Thiết Kế Đồ Họa(Graphic Design),CÔNG TY CỔ PHẦN KIẾN TRÚC I CỘNG,Thỏa thuận,Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Design Thiết Kế Sáng Tạo,CÔNG TY CỔ PHẦN NHÂN LỰC TÂN SAO KIM,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
2D Animation Artist,CÔNG TY CỔ PHẦN VGP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Game
Nhân Viên Lập Trình - Vận Hành Máy,CÔNG TY TNHH CÔNG NGHIỆP PHỤ TRỢ HPTECH,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,1...
Nhân Viên Thiết Kế/Quay Dựng,CÔNG TY TNHH KỸ THUẬT NTS,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
INTERN - Phát Triển Kinh Doanh Thị Trường Nhật Bản,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Dưới 1 n..., Nghỉ thứ 7, B2B"
Trợ Lý KT Chương Trình Khách Hàng (Tiếng Hoa),CÔNG TY TNHH TÍN BẢO LAN,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,IT - ...
Technical Account Executive,INNOTECH VIETNAM CORPORATION,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Online S..., Direct Sales"
Product Designer,CÔNG TY TNHH HAPPY CREATIVE,"Huế
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Sales Phần Mềm Quảng Cáo,CÔNG TY TNHH ADSAGENCY VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Business Development (IT),CÔNG TY TNHH GIẢI PHÁP VÀ CÔNG NGHỆ PHẦN MỀM 724,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Online Sales, B2B, B2C"
Thiết Kế Đồ Họa (Graphic Design),CÔNG TY CỔ PHẦN KIẾN TRÚC NỘI THẤT IDC,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Giáo dục...
2D Animation - Game Mobile (Junior),CÔNG TY CỔ PHẦN INFINITY TECHNOLOGIES GLOBAL,"Hà Nội
1 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ DỊCH VỤ SECRET LIFE,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thiết kế...
Product Owner (Mobile App),CÔNG TY CỔ PHẦN INFINITY TECHNOLOGIES GLOBAL,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3..., Nghỉ thứ 7"
Nhân Viên Telesales,CÔNG TY TNHH PHÁT TRIỂN CÔNG NGHỆ THÁI SƠN,"Hà Nội & Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Giảng Viên Công Nghệ Thông Tin/ Khoa Học Máy Tính,TRƯỜNG ĐẠI HỌC CMC,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT - ...
Business Development B2B - Phát Triển Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ VIHAT,"Hồ Chí Minh (mới) & Hà Nội
2 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Graphic Designer,CÔNG TY TNHH NHA KHOA QUỐC TẾ KHẮC GHI,"Đồng Nai (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Sale Engineer (Thu Nhập Cạnh Tranh),CÔNG TY CỔ PHẦN NAM TRƯỜNG SƠN HÀ NỘI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"IT - ..., Direct Sales, B2B"
Quản Lý Dự Án (PM) - Popplife - 4Z012,TẬP ĐOÀN ROX (ROX GROUP),"Hà Nội
5 năm",Không yêu cầu,Khác,,5 năm...
"Quản Lý Dự Án (Project Manager) (Tiếng Nhật) - Gói Lương 14 Tháng / Năm, Bảo Hiểm Full Lương, Bảo Hiểm Sức Khỏe Doanh Nghiệp",CÔNG TY TNHH HIVELAB VINA,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Lập Trình Khuôn Mẫu CNC/ Vận Hành Máy CNC,CÔNG TY TNHH NAPACO VIỆT NAM,"Bắc Ninh (mới)
5 năm",Không yêu cầu,Khác,,"Tuổi 25 - 40, Sản xuất, 5 nă..."
Technical Leader,CÔNG TY CỔ PHẦN KAOPIZ SOFTWARE,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3..., Nghỉ thứ 7, IT - Phần mềm"
IT Support,CÔNG TY TNHH ĐẦU TƯ TẬP ĐOÀN MẶT TRỜI,"Quảng Ninh
3 năm",Không yêu cầu,Khác,,"IT - ..., IT - Phần mềm"
Senior 3D Designer,CÔNG TY TNHH THƯƠNG MẠI QUỐC TẾ SQ,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,Mark...
Business Development,CÔNG TY TNHH CÔNG NGHỆ ZIMAW,"Đà Nẵng (mới)
2 năm",Không yêu cầu,Khác,,"Online..., Direct Sales"
Designer - Trade Marketing (Part-Time),CÔNG TY TNHH SAINT - HONORE ĐẦU TƯ VÀ THƯƠNG MẠI,"Hà Nội
1 năm",Không yêu cầu,Khác,,1 năm ki...
Lập Trình Viên Backend,CÔNG TY TNHH SIMPLE SOLUTION,"Lâm Đồng (mới)
2 năm",Không yêu cầu,Khác,,"2 năm kinh..., IT - Phần mềm"
Chuyên Viên Kinh Doanh Phần Mềm - Data Có Sẵn,CÔNG TY CỔ PHẦN CÔNG NGHỆ BOT BÁN HÀNG,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Nhân Viên Kinh Doanh Phần Mềm,CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,Thỏa thuận,Không yêu cầu,Khác,,"Telesales, Direct Sales"
Graphic Designer,CÔNG TY CỔ PHẦN ERICAPE,"Hà Nội
1 năm",Không yêu cầu,Khác,,May mặc ...
Chuyên Gia Kiến Trúc Giải Pháp - TNTech - 4Z011,TẬP ĐOÀN ROX (ROX GROUP),"Hà Nội
Trên 5 năm",Không yêu cầu,Khác,,Nghỉ ...
Graphic Designer,HỘ KINH DOANH THỜI TRANG HUMY NGO,"Hà Nội
1 năm",Không yêu cầu,Khác,,1 năm ki...
"Technical Development Lead (Pattern,CAD&Sampling)",CÔNG TY TNHH LOGISTICS DOLPHIN,"Hồ Chí Minh (mới)
Trên 5 năm",Không yêu cầu,Khác,,Nghỉ...
3D Design Manager,CHI NHÁNH CÔNG TY CỔ PHẦN ST EVENT,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Nhân Viên Design Marketing,CÔNG TY TNHH TRUYỀN THÔNG VÀ SỰ KIỆN VIETCOMMS,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
Sales B2B Mảng Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ HARAVAN,"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"B2C, Th..., B2B, IT - Phần mềm"
Giảng Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN HƯỚNG NGHIỆP Á ÂU,"Hồ Chí Minh (mới) & Đồng Nai (mới)
3 năm",Không yêu cầu,Khác,,Tuổi 28 ...
Senior 3D Designer,CHI NHÁNH CÔNG TY CỔ PHẦN ST EVENT,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,"Mỹ thuật ..., 3D Modeler"
Chuyên Viên AI,CÔNG TY TNHH BONA MEDIA,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Mỹ ...
Kỹ Sư Cầu Nối BrSE Tiếng Nhật N2,CÔNG TY CỔ PHẦN GMO-Z.COM RUNSYSTEM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Trưởng Phòng Tư Vấn Giải Pháp Phần Mềm,CÔNG TY CỔ PHẦN CÔNG NGHỆ ITG,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,"Nghỉ ..., B2B, IT - Phần mềm"
Nhân Viên Thiết Kế 2D,CÔNG TY CỔ PHẦN TẬP ĐOÀN PICENZA VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Design,CÔNG TY CỔ PHẦN DƯỢC PHẨM UHEALTH,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thiết kế...
Key Animator,CÔNG TY TNHH MTV NIA-STUDIO,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Ca...
Trưởng Nhóm Hệ Thống Bảo Trì – Tài Sản (EAM),TỔNG CÔNG TY CỔ PHẦN THƯƠNG MẠI XÂY DỰNG,"Quảng Ngãi (mới)
5 năm",Không yêu cầu,Khác,,IT - Phần mềm
Chuyên Viên Kinh Doanh Phần Mềm,CÔNG TY TNHH GIẢI PHÁP VẬN HÀNH DOANH NGHIỆP OPERDO,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Online Sa..., Direct Sales"
Thực Tập Sinh Kinh Doanh (B2B Sales),CÔNG TY TNHH AEGONA,Thỏa thuận,Không yêu cầu,Khác,,"Có..., B2B, IT - Phần mềm"
Big Data Admin (Kafka/Docker/Data Warehousing/Spark),CÔNG TY CỔ PHẦN GIAO HÀNG TIẾT KIỆM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Data Engineer, IT - Phần mềm"
Senior PMO,"Pro
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN KỸ THƯƠNG VIỆT NAM","Hà Nội
5 năm",Không yêu cầu,Khác,,"Ngân hàng, IT - Phần mềm"
C++ Developer (MFC/ Win32/ Desktop),CÔNG TY CỔ PHẦN OMINEXT,"Hà Nội
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY PHÁT TRIỂN CÔNG NGHỆ GIÁO DỤC VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Dưới 1 n...
Nhân Viên Chỉnh Sửa Hình Ảnh Nội Thất,CENNEXT,"Hà Nội
1 năm",Không yêu cầu,Khác,,Thương m...
Bridge Software Engineer (JLPT N2+),FPT SOFTWARE,"Cần Thơ (mới)
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Trưởng Nhóm Kiểm Thử Phần Mềm,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT","Hà Nội
3 năm",Không yêu cầu,Khác,,Ngh...
Nhân Viên Kinh Doanh,CÔNG TY CP THIẾT BỊ CÔNG NGHIỆP HUỲNH LONG,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Telesale..., Direct Sales"
Thực Tập Video Editor Intern,CÔNG TY TNHH CÔNG NGHỆ VÀ TRUYỀN THÔNG IIT(IIT TECHCOM),Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Chuyên Viên Kinh Doanh Phần Mềm ALOBO (Chế Độ Tốt),CÔNG TY TNHH DOCUMENT EASY,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, Telesales"
Nhân Viên Thiết Kế 3D/ Graphic Design,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀ GIẢI TRÍ NGÀY MỚI,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Growth Advisor - Cố Vấn Tăng Trưởng,CÔNG TY CỔ PHẦN GIẢI PHÁP QUẢN LÝ SSG,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,IT - ...
It Helpdesk Cộng Tác Viên,CÔNG TY TNHH HẠ TẦNG VIỄN THÔNG MIỀN BẮC,Thỏa thuận,Không yêu cầu,Khác,,
Business Analyst,CÔNG TY CỔ PHẦN GIẢI PHÁP THÔNG MINH LINKCARE,"Hà Nội
3 năm",Không yêu cầu,Khác,,3 năm...
Nhân Viên Chăm Sóc Khách Hàng,CÔNG TY TNHH CÔNG NGHỆ SMO,"Nghệ An
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, IT - P..., B2B"
Graphic Designer,CÔNG TY CỔ PHẦN TRUYỀN THÔNG SỐ DIGIHUB,"Hà Nội
1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Nhân Viên Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ DATA INSIGHT VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"B2C, Công ..., Direct Sales"
Nhân Viên Thiết Kế - Designer,CÔNG TY CỔ PHẦN CÔNG NGHỆ KYNP,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Nhân Viên Thiết Kế Đồ Họa / Graphic Designer Lĩnh Vực Thời Trang,CÔNG TY TNHH GARMENT MISSY & CY,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,May mặc ...
Product Owner (Game & App Mobile),CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ TRIP,"Hà Nội
1 năm",Không yêu cầu,Khác,,"I..., Game"
Environment Modeler Tại HCM (Lương Từ 20tr -35tr),CÔNG TY TNHH VLAST VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,"Nghỉ thứ..., Game, 3D Modeler"
Nhân Viên Idea Creator (Mảng POD - AI),CÔNG TY CỔ PHẦN AZEUS GLOBAL,"Hà Nội
1 năm",Không yêu cầu,Khác,,
Nhân Viên Kinh Doanh Phần Mềm (Chỉ Tuyển Nam),CÔNG TY CỔ PHẦN PHÁT TRIỂN VICOACHING,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Online Sales, Telesales"
Nhân Viên Thị Trường/Sales /Nhân Viên Kinh Doanh,CÔNG TY CỔ PHẦN PHÁT TRIỂN PHẦN MỀM GIẢI PHÁP PHÂN PHỐI DƯỢC VÀ NHÀ THUỐC,Thỏa thuận,Không yêu cầu,Khác,,"Online Sales, Có ..., B2B, B2C"
Nhân Viên DESIGNER,CÔNG TY CỔ PHẦN MAYOGU,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT - Phầ...
Technical Leader,VIETTEL SOFTWARE,"Hà Nội
4 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Designer,CÔNG TY TNHH GIFTTIFY,Thỏa thuận,Không yêu cầu,Khác,,Thương m...
Chuyên Viên Tư Vấn Giải Pháp,VIETTEL SOFTWARE,"Hà Nội
5 năm",Không yêu cầu,Khác,,IT - ...
Product Sales,CÔNG TY CỔ PHẦN PHẦN MỀM VIỆT QUỐC TẾ (VSII),"Hà Nội
1 năm",Không yêu cầu,Khác,,"B2C, 1 năm ki..., Nghỉ thứ 7"
Nhân Viên Phát Triển Kinh Doanh,CÔNG TY TNHH CÔNG NGHỆ MT LIFE,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,B2B
Nhân Viên Đứng Máy Tiện CNC,CÔNG TY CP CÔNG NGHỆ INNO LIGHT,"Hà Nội
1 năm",Không yêu cầu,Khác,,1...
Game Designer (Kịch Bản Game),CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ DỊCH VỤ XGAME,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Tuổi 20 - 35, Game Design"
Graphic Designer - Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN FLC QUY NHƠN GOLF & RESORT,"Gia Lai (mới)
1 năm",Không yêu cầu,Khác,,1 năm ki...
Nhân Viên Thiết Kế Đồ Họa (Mảng Game),CÔNG TY CỔ PHẦN TẬP ĐOÀN HQ,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Dưới 1 n...
